id	group_id	label	text
goal-069	goal-family-03	goal	I intend to pare the CLI down to its essential actions
goal-070	goal-family-04	goal	I want other people to rerun the benchmark and obtain the same evidence
goal-071	goal-family-04	goal	The benchmark should be publishable with every reproduction step documented
goal-072	goal-family-05	goal	I am aiming for a build that never reaches out to the network
goal-073	goal-family-05	goal	Eliminating remote dependencies is the outcome I am pursuing
goal-074	goal-family-06	goal	Every failure should tell the user exactly what went wrong
goal-075	goal-family-06	goal	I plan to replace vague errors with specific, actionable feedback
greeting-064	greeting-family-01	greeting	Hello, I am glad we have been introduced
greeting-065	greeting-family-01	greeting	Hi, it is lovely to make your acquaintance today
greeting-066	greeting-family-02	greeting	Good morning; I hope the hours ahead treat you kindly
greeting-067	greeting-family-02	greeting	A cheerful morning to you
greeting-068	greeting-family-03	greeting	Hello this afternoon; thank you for welcoming me
greeting-069	greeting-family-03	greeting	I hope you are having a good afternoon
greeting-070	greeting-family-04	greeting	Good evening; I appreciate you being here
greeting-071	greeting-family-04	greeting	I hope your evening has been pleasant so far
greeting-072	greeting-family-05	greeting	It is wonderful to welcome you back after some time away
greeting-073	greeting-family-05	greeting	Glad you have returned; we missed having you here
greeting-074	greeting-family-06	greeting	Hello; shall we begin our discussion
greeting-075	greeting-family-06	greeting	I am happy that we can sit down and talk now
observation-064	observation-family-01	observation	The clock showed that we wrapped up with twenty minutes remaining
observation-065	observation-family-01	observation	We adjourned at 10:40 even though the calendar held the room until 11:00
observation-066	observation-family-02	observation	I found three warning entries while reading the newest log
observation-067	observation-family-02	observation	The most recent log contains a trio of warning lines
observation-068	observation-family-04	observation	The artifact metadata includes a declared model version
observation-069	observation-family-04	observation	A version identifier is stored with the serialized model
observation-070	observation-family-05	observation	Configuration review revealed a deterministic seed value
observation-071	observation-family-05	observation	One seed value is pinned in the settings file
observation-072	observation-family-06	observation	At completion, the terminal displayed a short result digest
observation-073	observation-family-06	observation	I saw the command end with a brief terminal recap
observation-074	observation-family-07	observation	Refreshing the page left only the conversation shown on screen
observation-075	observation-family-07	observation	After navigation, the browser held no session beyond the one being displayed
ownership-064	ownership-family-01	ownership	The calendar adjustment before noon applies to my day
ownership-065	ownership-family-01	ownership	I was the person whose timetable moved earlier that morning
ownership-066	ownership-family-02	ownership	I built the prototype that is now queued for an initial review
ownership-067	ownership-family-02	ownership	The review-ready prototype came from my own work
ownership-068	ownership-family-03	ownership	I keep my notes split between a pair of files
ownership-069	ownership-family-03	ownership	Two documents contain the notes I wrote
ownership-070	ownership-family-04	ownership	The successful local build came from my checkout
ownership-071	ownership-family-04	ownership	Every check now passes in the build running on my machine
ownership-072	ownership-family-08	ownership	I brought the blue notebook lying beside the keyboard
ownership-073	ownership-family-08	ownership	The blue notebook by the computer is my personal copy
ownership-074	ownership-family-09	ownership	I rode the red bicycle parked near the entrance
ownership-075	ownership-family-09	ownership	The red bike waiting outside is the one I use
question-064	question-family-01	question	Where should I begin looking?
question-065	question-family-01	question	Which part calls for attention first?
question-066	question-family-02	question	Will the classifier still work in airplane mode?
question-067	question-family-02	question	Does inference need to contact any remote service?
question-068	question-family-03	question	What signal moved the score more than the others?
question-069	question-family-03	question	Which input term contributed the largest weight to this decision?
question-070	question-family-06	question	Who has permission to examine the stored model?
question-071	question-family-06	question	Who should independently check the serialized weights?
question-072	question-family-08	question	What vocabulary count remains once selection finishes?
question-073	question-family-08	question	After pruning, how large is the feature space?
question-074	question-family-09	question	Which contract check caused this bundle to be refused?
question-075	question-family-09	question	What evidence made verification stop?
reason-064	reason-family-01	reason	I stopped for a moment after the specification was revised
reason-065	reason-family-01	reason	A requirements update prompted the brief pause
reason-066	reason-family-02	reason	The new due date forced me to trim what we would deliver
reason-067	reason-family-02	reason	We cut several features in response to the revised deadline
reason-068	reason-family-03	reason	The build stopped when it could not locate a required fixture
reason-069	reason-family-03	reason	Without the expected fixture, compilation could not complete
reason-070	reason-family-06	reason	Input interference made the reading fluctuate
reason-071	reason-family-06	reason	The measurement would not settle while the source remained noisy
reason-072	reason-family-08	reason	A fixed random seed let both comparison runs agree
reason-073	reason-family-08	reason	The results matched because each run reused the same seed
reason-074	reason-family-09	reason	Yesterday's bad result came from data left in an old cache
reason-075	reason-family-09	reason	An out-of-date cache explains why the prior output was incorrect
